$$$Excess Heat Capacity Data Set 806	
No.	Formula	Molar Mass	CAS Registry Number	Name	
1	C4H8O	72.107	109-99-9	Tetrahydrofuran	
2	C2H6O	46.069	64-17-5	Ethanol	
3	C6H12	84.161	110-82-7	Cyclohexane	
Temperature	298.15	K	
Excess Heat Capacity [J/mol*K]	x1 [mol/mol]	x2 [mol/mol]	
7.5400	0.04300	0.49160	
6.2600	0.20290	0.40950	
7.1200	0.10130	0.46160	
5.3500	0.30570	0.35670	
4.0600	0.50530	0.25410	
4.7500	0.40430	0.30600	
2.3600	0.70330	0.15240	
3.1700	0.60470	0.20310	
1.3200	0.80110	0.10220	
4.1100	0.40500	0.56770	
4.0500	0.35490	0.56870	
5.1800	0.10050	0.05900	
5.5100	0.05060	0.05050	
5.2800	0.30100	0.29800	
6.0100	0.19330	0.20140	
6.7600	0.16030	0.25210	
8.7800	0.05300	0.28400	
2.9000	0.45040	0.16420	
4.8200	0.30030	0.21140	
1.9400	0.55020	0.13590	
1.3100	0.65050	0.10380	
5.3700	0.04970	0.66600	
5.2500	0.15000	0.59500	
5.1500	0.28100	0.50100	
4.5400	0.39900	0.42100	
3.9200	0.51700	0.33900	
2.5800	0.65130	0.24350	
1.8900	0.09050	0.85000	
3.1700	0.15080	0.74940	
4.3700	0.23970	0.60050	
2.7800	0.49050	0.17000	
2.8300	0.37500	0.12420	
6.0200	0.10050	0.10020	
8.0800	0.05020	0.14170	
5.7600	0.14850	0.12650	
3.9400	0.24850	0.11270	
2.1000	0.39970	0.09030	
0.4700	0.60020	0.06030	
-0.4700	0.80270	0.00910	
-0.3700	0.90160	0.00470	
-0.4700	0.69670	0.01660	
-0.3100	0.79160	0.01940	
6.8000	0.06900	0.10840	
-0.1600	0.88680	0.01710	
Source	
Conti G.; Gianni P.; Matteoli E.: Excess enthalpies and excess heat capacities of the ternary system ethanol + tetrahydrofuran + cyclohexane at 298.15 K. Thermochim.Acta 247 (1994) 293-313	
Source	
Conti G.; Gianni P.; Matteoli E.: Excess enthalpies and excess heat capacities of the ternary system ethanol + tetrahydrofuran + cyclohexane at 298.15 K. Thermochim.Acta 247 (1994) 293-313	
