$$$Excess Heat Capacity Data Set 971
No.	Formula	Molar Mass	CAS Registry Number	Name
1	CHCl3	119.377	67-66-3	Chloroform
2	C4H8O	72.107	109-99-9	Tetrahydrofuran
3	C6H12	84.161	110-82-7	Cyclohexane
Temperature	298.15	K
Excess Heat Capacity [J/mol*K]	x1 [mol/mol]	x2 [mol/mol]
1.3800	0.14940	0.05400
0.4700	0.37200	0.03990
0.9000	0.26680	0.04660
-0.4200	0.66620	0.02120
-0.3100	0.56910	0.02740
1.2100	0.07300	0.06550
-0.3200	0.91220	0.00550
2.7400	0.14180	0.11030
2.6800	0.25460	0.09590
2.0500	0.36090	0.08210
1.2400	0.47320	0.06770
0.6900	0.56880	0.05540
0.4600	0.65770	0.04400
1.1200	0.04830	0.13090
1.6700	0.07150	0.12220
0.1200	0.74740	0.03210
3.5300	0.14390	0.30960
5.5000	0.25220	0.27040
5.8700	0.35510	0.23320
4.1500	0.55530	0.16080
4.3700	0.52740	0.17090
1.9100	0.08730	0.33720
2.0500	0.74320	0.09290
0.4700	0.90110	0.03580
1.3200	0.81910	0.06540
3.2600	0.64840	0.13090
2.5500	0.13060	0.49060
5.1900	0.23500	0.42900
6.8900	0.34360	0.36920
7.1600	0.43100	0.32140
6.6500	0.52820	0.26770
5.3300	0.61870	0.21430
2.5400	0.80430	0.10840
0.7200	0.06180	0.52760
3.6900	0.71740	0.15270
4.6400	0.22990	0.57840
2.0600	0.12580	0.65660
0.7800	0.07480	0.68900
0.3600	0.04990	0.70570
6.5000	0.32910	0.50370
1.7700	0.90000	0.07510
3.3700	0.81860	0.13620
5.3000	0.71080	0.21720
6.9000	0.63300	0.27570
7.9000	0.52380	0.35770
7.8000	0.42040	0.43530
4.6900	0.79840	0.18560
6.7300	0.70200	0.27420
8.0100	0.60700	0.36170
7.5600	0.40830	0.54450
5.8900	0.31290	0.63230
3.7500	0.21880	0.71890
1.5600	0.11720	0.81240
8.3500	0.50470	0.43810
0.6200	0.06350	0.84770
0.2100	0.04200	0.86820
2.8000	0.56080	0.10840
3.6500	0.45890	0.13350
4.3000	0.35700	0.15870
4.5900	0.24420	0.18650
3.3800	0.13650	0.21310
4.7000	0.20000	0.36010
4.4500	0.20010	0.43880
8.4500	0.50140	0.44760
Source
Conti G.; Gianni P.; Tramati M.; Lepori L.; Matteoli E.: Excess molar enthalpies and excess molar heat capacities of (chloroform + tetrahydrofuran + cyclohexane) at the temperature 298.15 K. J.Chem.Thermodyn. 29 (1997) 865-877
Source
Conti G.; Gianni P.; Tramati M.; Lepori L.; Matteoli E.: Excess molar enthalpies and excess molar heat capacities of (chloroform + tetrahydrofuran + cyclohexane) at the temperature 298.15 K. J.Chem.Thermodyn. 29 (1997) 865-877
