$$$Enthalpy of Mixing Data Set 8385	
No.	Formula	Molar Mass	CAS Registry Number	Name	
1	CO2	44.010	124-38-9	Carbon dioxide	
2	C4H10O	74.123	71-36-3	1-Butanol	
Temperature	308.150	K	
Pressure	75.000	bar	
hE [J/mol]	x1 [mol/mol]	
-91.800	0.03100	
-395.000	0.09090	
-736.000	0.14830	
-1000.000	0.20330	
-1120.000	0.25600	
-1430.000	0.30650	
-1660.000	0.35510	
-1860.000	0.40180	
-2020.000	0.44670	
-2280.000	0.48990	
-2460.000	0.53160	
-2740.000	0.57170	
-2660.000	0.57170	
-2920.000	0.61050	
-3120.000	0.64790	
-3330.000	0.68400	
-3490.000	0.71890	
-3670.000	0.75260	
-3810.000	0.78530	
-3970.000	0.81690	
-4090.000	0.84750	
-4160.000	0.86240	
-4240.000	0.87710	
-4220.000	0.89160	
-4260.000	0.90590	
-4190.000	0.92000	
-3960.000	0.93380	
-3260.000	0.96090	
-1830.000	0.97410	
-816.000	0.98710	
Source	
Christensen J.J.; Cordray D.R.; Oscarson J.L.; Izatt R.M.: The Excess Enthalpies of Four (Carbon Dioxide + an Alkanol) Mixtures from 308.15 to 573.15 K at 7.50 to 12.50 MPa. J.Chem.Thermodyn. 20 (1988) 867-875	
$$$Enthalpy of Mixing Data Set 8386	
No.	Formula	Molar Mass	CAS Registry Number	Name	
1	CO2	44.010	124-38-9	Carbon dioxide	
2	C4H10O	74.123	71-36-3	1-Butanol	
Temperature	308.150	K	
Pressure	125.000	bar	
hE [J/mol]	x1 [mol/mol]	
18.200	0.03180	
10.700	0.03440	
55.600	0.06790	
43.900	0.09320	
100.000	0.15180	
102.000	0.16260	
162.000	0.20770	
169.000	0.22150	
202.000	0.26120	
219.000	0.27730	
250.000	0.30410	
247.000	0.31240	
280.000	0.33020	
301.000	0.35570	
293.000	0.36140	
306.000	0.38050	
346.000	0.40470	
337.000	0.40840	
370.000	0.42830	
369.000	0.45350	
387.000	0.47380	
383.000	0.49680	
390.000	0.49680	
407.000	0.51720	
407.000	0.53840	
414.000	0.55860	
409.000	0.55860	
416.000	0.57840	
420.000	0.59820	
411.000	0.61690	
425.000	0.61690	
403.000	0.63610	
406.000	0.65410	
410.000	0.67230	
397.000	0.68980	
380.000	0.70710	
376.000	0.72440	
359.000	0.74040	
367.000	0.74040	
364.000	0.75770	
345.000	0.77240	
351.000	0.77390	
339.000	0.78980	
329.000	0.80310	
315.000	0.82090	
300.000	0.83260	
289.000	0.85100	
268.000	0.86110	
257.000	0.88010	
241.000	0.88840	
244.000	0.88840	
228.000	0.90820	
203.000	0.91480	
187.000	0.93550	
161.000	0.94020	
148.000	0.96190	
123.000	0.96480	
140.000	0.96480	
118.000	0.97480	
102.000	0.97670	
116.000	0.97670	
73.900	0.98260	
60.000	0.98750	
29.200	0.98850	
Source	
Christensen J.J.; Cordray D.R.; Oscarson J.L.; Izatt R.M.: The Excess Enthalpies of Four (Carbon Dioxide + an Alkanol) Mixtures from 308.15 to 573.15 K at 7.50 to 12.50 MPa. J.Chem.Thermodyn. 20 (1988) 867-875	
$$$Enthalpy of Mixing Data Set 8387	
No.	Formula	Molar Mass	CAS Registry Number	Name	
1	CO2	44.010	124-38-9	Carbon dioxide	
2	C4H10O	74.123	71-36-3	1-Butanol	
Temperature	473.150	K	
Pressure	75.000	bar	
hE [J/mol]	x1 [mol/mol]	
239.000	0.06130	
331.000	0.14830	
788.000	0.20320	
993.000	0.25590	
1500.000	0.30650	
1930.000	0.35500	
2360.000	0.40170	
2350.000	0.40170	
2640.000	0.42440	
2830.000	0.44660	
3220.000	0.48990	
3670.000	0.53150	
3670.000	0.53150	
4000.000	0.57170	
4160.000	0.59120	
4670.000	0.62930	
4880.000	0.64780	
5150.000	0.68390	
5450.000	0.71880	
5560.000	0.75260	
5400.000	0.78520	
5200.000	0.80110	
4400.000	0.84740	
3320.000	0.87710	
2580.000	0.90590	
1050.000	0.96090	
Source	
Christensen J.J.; Cordray D.R.; Oscarson J.L.; Izatt R.M.: The Excess Enthalpies of Four (Carbon Dioxide + an Alkanol) Mixtures from 308.15 to 573.15 K at 7.50 to 12.50 MPa. J.Chem.Thermodyn. 20 (1988) 867-875	
Source	
Christensen J.J.; Cordray D.R.; Oscarson J.L.; Izatt R.M.: The Excess Enthalpies of Four (Carbon Dioxide + an Alkanol) Mixtures from 308.15 to 573.15 K at 7.50 to 12.50 MPa. J.Chem.Thermodyn. 20 (1988) 867-875	
