$$$Enthalpy of Mixing Data Set 5912	
No.	Formula	Molar Mass	CAS Registry Number	Name	
1	C4H8O2	88.106	141-78-6	Ethyl acetate	
2	C2H6O	46.069	64-17-5	Ethanol	
3	C2H6O2	62.068	107-21-1	1,2-Ethanediol	
Temperature	321.350	K	
hE [J/mol]	x1 [mol/mol]	x2 [mol/mol]	
497.182	0.09910	0.70390	
711.128	0.19840	0.59940	
825.260	0.27780	0.52040	
1026.810	0.44060	0.38760	
1030.870	0.60380	0.20120	
853.228	0.70370	0.09890	
636.812	0.09880	0.52250	
854.442	0.20370	0.39890	
928.088	0.29660	0.31580	
929.595	0.40150	0.20290	
921.557	0.49300	0.09920	
599.592	0.09690	0.31670	
736.960	0.20670	0.19440	
805.163	0.37510	0.09300	
855.489	0.36870	0.11380	
Source	
Thorat R.T.; Nageshwar G.D.: Ethyl Acetate-Ethanol-Ethylene Glycol. Indian Chem.Eng. 30 (1988) 57-59	
Source	
Thorat R.T.; Nageshwar G.D.: Ethyl Acetate-Ethanol-Ethylene Glycol. Indian Chem.Eng. 30 (1988) 57-59	
