$$$Enthalpy of Mixing Data Set 17867	
No.	Formula	Molar Mass	CAS Registry Number	Name	
1	CO2	44.010	124-38-9	Carbon dioxide	
2	CH4O	32.042	67-56-1	Methanol	
3	C6H14	86.177	110-54-3	Hexane	
Temperature	308.150	K	
Pressure	124.000	bar	
hE [J/mol]	x1 [mol/mol]	x2 [mol/mol]	
170.000	0.04800	0.00200	
320.000	0.09300	0.00500	
501.000	0.15600	0.00800	
626.000	0.19500	0.01000	
789.000	0.24900	0.01300	
858.000	0.29900	0.01600	
954.000	0.36100	0.01800	
971.000	0.36100	0.01800	
1000.000	0.40300	0.02100	
1015.000	0.40300	0.02100	
1048.000	0.45400	0.02400	
1081.000	0.50100	0.02700	
1094.000	0.55500	0.02900	
1047.000	0.60300	0.03200	
992.000	0.65500	0.03500	
942.000	0.70200	0.03700	
861.000	0.75000	0.04000	
720.000	0.79900	0.04200	
563.000	0.85200	0.04500	
390.000	0.89900	0.04700	
154.000	0.94600	0.05000	
146.000	0.95000	0.05000	
Source	
Perez E.; Sanchez-Vicente Y.; Cabanas A.; Redondo M.; Pando C.; Renuncio J.A.R.: Excess Molar Enthalpies for Mixtures of Carbon Dioxide + a Modifier (5 mol% Methanol or 1-Octanol) and Hexane at 308.15 K and 12.40 MPa. Fluid Phase Equilib. 241 (2006) 283-289	
Source	
Perez E.; Sanchez-Vicente Y.; Cabanas A.; Redondo M.; Pando C.; Renuncio J.A.R.: Excess Molar Enthalpies for Mixtures of Carbon Dioxide + a Modifier (5 mol% Methanol or 1-Octanol) and Hexane at 308.15 K and 12.40 MPa. Fluid Phase Equilib. 241 (2006) 283-289	
