$$$Enthalpy of Mixing Data Set 10366
No.	Formula	Molar Mass	CAS Registry Number	Name
1	CH4O	32.042	67-56-1	Methanol
2	C6H6	78.114	71-43-2	Benzene
3	C6H12	84.161	110-82-7	Cyclohexane
Temperature	298.150	K
hE [J/mol]	x1 [mol/mol]	x2 [mol/mol]
582.600	0.03010	0.12040
657.700	0.03610	0.14410
738.100	0.04290	0.17150
821.400	0.05080	0.20290
884.800	0.05770	0.22840
929.100	0.06280	0.24860
1003.100	0.07230	0.28600
687.600	0.07930	0.12020
1071.500	0.08280	0.32740
735.700	0.08850	0.13430
1127.000	0.09370	0.37060
807.400	0.10330	0.15670
1168.700	0.10510	0.41590
1184.800	0.11230	0.44430
620.000	0.11580	0.07700
886.300	0.12170	0.18460
1197.900	0.12500	0.49430
660.500	0.13000	0.08640
1187.900	0.13640	0.53940
946.200	0.13740	0.20840
954.900	0.13950	0.21140
704.000	0.14660	0.09740
1157.600	0.14780	0.58470
997.400	0.15220	0.23060
1106.500	0.15910	0.62920
758.200	0.16910	0.11250
1034.700	0.17010	0.67280
1054.100	0.17220	0.26100
940.900	0.18100	0.71580
1090.800	0.19040	0.28850
806.300	0.19150	0.12730
827.400	0.19160	0.75770
837.800	0.20620	0.13710
1130.100	0.20980	0.31790
1155.300	0.23530	0.35650
888.500	0.23700	0.15760
1161.900	0.25740	0.39000
931.100	0.26730	0.17770
1148.400	0.27900	0.42280
964.800	0.29720	0.19760
1118.100	0.30070	0.45560
1067.800	0.32160	0.48740
989.500	0.32880	0.21860
999.000	0.34160	0.51770
1001.000	0.35440	0.23560
912.200	0.36130	0.54740
806.800	0.37980	0.57550
1005.200	0.38400	0.25530
992.600	0.41930	0.27880
960.900	0.45360	0.30160
903.600	0.48990	0.32570
854.400	0.51690	0.12920
823.000	0.52400	0.34840
738.200	0.55110	0.36640
843.500	0.55370	0.13840
637.800	0.57710	0.38370
818.200	0.59230	0.14810
770.100	0.63530	0.15880
696.900	0.67790	0.16950
589.000	0.72170	0.18040
447.500	0.76360	0.19090
Source
Nagata I.: Excess enthalpies for (methanol + benzene + cyclohexane) and (methanol + benzene + heptane) at the temperature 298.15 K. J.Chem.Thermodyn. 26 (1994) 1293-1296
Source
Nagata I.: Excess enthalpies for (methanol + benzene + cyclohexane) and (methanol + benzene + heptane) at the temperature 298.15 K. J.Chem.Thermodyn. 26 (1994) 1293-1296
