$$$Enthalpy of Mixing Data Set 3979	
No.	Formula	Molar Mass	CAS Registry Number	Name	
1	C6H6	78.114	71-43-2	Benzene	
2	C6H12	84.161	110-82-7	Cyclohexane	
3	C4H8O2S	120.172	126-33-0	Sulfolane	
Temperature	303.150	K	
hE [J/mol]	x1 [mol/mol]	x2 [mol/mol]	
603.600	0.19240	0.76970	
635.200	0.18200	0.72780	
658.200	0.16720	0.66900	
659.800	0.14350	0.57420	
641.400	0.12010	0.48000	
640.100	0.11530	0.46120	
602.400	0.10040	0.40170	
564.800	0.08550	0.34210	
543.600	0.08080	0.32310	
520.000	0.07130	0.28530	
426.500	0.05720	0.22860	
300.500	0.03320	0.13290	
74.800	0.00770	0.03080	
163.500	0.77460	0.03170	
349.400	0.73920	0.07600	
586.100	0.68810	0.13990	
855.400	0.59910	0.25110	
971.600	0.55070	0.31160	
111.400	0.94800	0.02600	
189.100	0.90800	0.04600	
294.700	0.85340	0.07330	
421.800	0.78800	0.10600	
549.200	0.72360	0.13820	
599.000	0.69800	0.15100	
Source	
Karvo M.: Part VIII. Thermodynamic Excess Functions of Sulfolane + Cyclohexane + Benzene/Toluene Systems. Finn.Chem.Lett.  (1981) 7-10	
Source	
Karvo M.: Part VIII. Thermodynamic Excess Functions of Sulfolane + Cyclohexane + Benzene/Toluene Systems. Finn.Chem.Lett.  (1981) 7-10	
