$$$Enthalpy of Mixing Data Set 3951	
No.	Formula	Molar Mass	CAS Registry Number	Name	
1	C2H6O	46.069	64-17-5	Ethanol	
2	C6H12	84.161	110-82-7	Cyclohexane	
3	C8H10	106.167	106-42-3	p-Xylene	
Temperature	298.150	K	
hE [J/mol]	x1 [mol/mol]	x2 [mol/mol]	
553.900	0.00480	0.74710	
709.600	0.02480	0.73210	
806.800	0.05930	0.70620	
876.300	0.10580	0.67130	
909.800	0.14490	0.64190	
929.300	0.18350	0.61300	
939.900	0.23650	0.57320	
935.800	0.29240	0.53120	
910.400	0.36070	0.47990	
855.200	0.44900	0.41370	
791.100	0.52490	0.35690	
783.400	0.53020	0.35270	
714.200	0.59630	0.30310	
710.500	0.59840	0.30150	
659.400	0.64140	0.26920	
618.100	0.66490	0.25160	
605.000	0.68250	0.23830	
556.200	0.71650	0.21280	
503.800	0.75080	0.18710	
449.800	0.78410	0.16210	
591.700	0.00350	0.49830	
732.600	0.01270	0.49370	
932.700	0.05130	0.47450	
1035.900	0.11030	0.44490	
1068.900	0.15800	0.42110	
1079.000	0.22990	0.38510	
1062.200	0.29420	0.35300	
1036.600	0.33990	0.33010	
962.300	0.42980	0.28520	
883.600	0.50240	0.24890	
773.900	0.58730	0.20640	
678.000	0.65210	0.17400	
670.900	0.65650	0.17180	
576.900	0.71500	0.14250	
517.700	0.74900	0.12550	
446.300	0.78810	0.10590	
405.900	0.79390	0.10310	
386.100	0.81980	0.09010	
331.700	0.83540	0.08230	
278.100	0.86420	0.06790	
240.700	0.88370	0.05820	
589.100	0.01730	0.24600	
766.400	0.04480	0.23910	
902.700	0.09450	0.22670	
968.100	0.15330	0.21200	
999.300	0.21730	0.19600	
999.300	0.27030	0.18920	
981.500	0.32780	0.16830	
954.500	0.37500	0.15640	
898.000	0.44460	0.13900	
829.300	0.51000	0.12270	
763.800	0.56440	0.10900	
672.600	0.63000	0.09260	
578.200	0.69090	0.07740	
502.700	0.73630	0.06600	
428.700	0.77890	0.05530	
348.100	0.82330	0.04420	
291.500	0.85350	0.03660	
252.500	0.87370	0.03160	
Source	
Nagata I.; Ogasawara Y.: Prediction of Ternary Excess Enthalpies from Binary Data.. Thermochim.Acta 52 (1982) 155-168	
$$$Enthalpy of Mixing Data Set 6591	
No.	Formula	Molar Mass	CAS Registry Number	Name	
1	C2H6O	46.069	64-17-5	Ethanol	
2	C6H12	84.161	110-82-7	Cyclohexane	
3	C8H10	106.167	106-42-3	p-Xylene	
Temperature	298.150	K	
hE [J/mol]	x1 [mol/mol]	x2 [mol/mol]	
9.030	0.00042	0.89962	
20.005	0.000927	0.89917	
40.924	0.00190	0.89829	
61.678	0.00290	0.89739	
79.024	0.00379	0.89659	
92.174	0.00453	0.89592	
100.842	0.00505	0.89546	
124.729	0.00664	0.89402	
141.372	0.00793	0.89286	
147.385	0.00846	0.89239	
171.033	0.01082	0.89026	
188.517	0.01302	0.88828	
203.151	0.01510	0.88641	
215.228	0.01667	0.88500	
216.683	0.01728	0.88445	
284.544	0.03170	0.87147	
331.206	0.04637	0.85827	
368.022	0.06095	0.84514	
401.591	0.07686	0.83083	
432.674	0.09401	0.81539	
8.533	0.000423	0.74968	
17.409	0.000863	0.74935	
25.788	0.001284	0.74904	
32.778	0.001654	0.74876	
41.057	0.00208	0.74844	
47.779	0.00243	0.74818	
56.091	0.00287	0.74785	
62.490	0.00321	0.74759	
77.051	0.00400	0.74700	
89.537	0.00471	0.74647	
102.382	0.00547	0.74590	
113.442	0.00616	0.74538	
123.952	0.00685	0.74486	
134.428	0.00758	0.74431	
143.856	0.00827	0.74380	
160.019	0.00956	0.74283	
174.084	0.01081	0.74189	
179.022	0.01126	0.74155	
191.429	0.01205	0.74096	
198.027	0.01322	0.74009	
264.457	0.02276	0.73293	
319.254	0.03478	0.72391	
352.385	0.04443	0.71668	
386.526	0.05659	0.70756	
414.602	0.06836	0.69873	
429.653	0.07544	0.69342	
21.663	0.00118	0.49941	
40.181	0.00222	0.49889	
55.208	0.00308	0.49846	
72.722	0.00410	0.49795	
89.578	0.00511	0.49744	
103.614	0.00597	0.49701	
118.374	0.00691	0.49654	
132.414	0.00786	0.49607	
144.786	0.00872	0.49564	
148.730	0.00908	0.49546	
171.956	0.01077	0.49461	
190.058	0.01224	0.49388	
192.628	0.01248	0.49376	
209.102	0.01397	0.49301	
224.966	0.01546	0.49227	
231.132	0.01618	0.49191	
247.183	0.01794	0.49103	
341.963	0.03182	0.48409	
405.355	0.04630	0.47685	
445.176	0.05829	0.47085	
465.835	0.06569	0.46716	
479.158	0.07312	0.46344	
505.342	0.08482	0.45759	
532.067	0.09872	0.45064	
26.705	0.00163	0.24959	
35.957	0.00220	0.24945	
43.081	0.00265	0.24934	
54.544	0.00337	0.24916	
63.220	0.00393	0.24902	
74.378	0.00465	0.24884	
91.543	0.00578	0.24856	
106.265	0.00675	0.24831	
119.186	0.00765	0.24809	
133.038	0.00863	0.24784	
139.524	0.00909	0.24773	
167.111	0.01114	0.24722	
173.028	0.01164	0.24709	
190.428	0.01301	0.24675	
297.862	0.02350	0.24412	
370.722	0.03466	0.24134	
431.673	0.04648	0.23838	
475.352	0.05737	0.23566	
540.003	0.07810	0.23047	
564.422	0.08790	0.22803	
585.108	0.09700	0.22575	
Source	
French H.T.; Stokes R.H.: Thermodynamics of Ethanol at Low Concentrations in Mixtures of Cyclohexane and 1,4-Dimethylbenzene. J.Chem.Soc.Faraday Trans.1 81 (1985) 1459-1465	
Source	
French H.T.; Stokes R.H.: Thermodynamics of Ethanol at Low Concentrations in Mixtures of Cyclohexane and 1,4-Dimethylbenzene. J.Chem.Soc.Faraday Trans.1 81 (1985) 1459-1465	
Nagata I.; Ogasawara Y.: Prediction of Ternary Excess Enthalpies from Binary Data.. Thermochim.Acta 52 (1982) 155-168	
