$$$Enthalpy of Mixing Data Set 5256	
No.	Formula	Molar Mass	CAS Registry Number	Name	
1	C4H10O	74.123	71-36-3	1-Butanol	
2	C6H6	78.114	71-43-2	Benzene	
3	C6H12	84.161	110-82-7	Cyclohexane	
Temperature	298.150	K	
hE [J/mol]	x1 [mol/mol]	x2 [mol/mol]	
861.100	0.02780	0.24310	
995.500	0.08640	0.22850	
1055.400	0.15480	0.21140	
1069.300	0.24530	0.18870	
1023.900	0.34370	0.16410	
942.400	0.42960	0.14260	
859.900	0.49350	0.12670	
785.200	0.54480	0.11480	
718.900	0.58670	0.10350	
613.600	0.65020	0.08760	
532.900	0.69680	0.07600	
468.500	0.73360	0.06680	
429.800	0.75560	0.06120	
390.700	0.77790	0.05570	
1087.200	0.02720	0.48600	
1270.000	0.09760	0.45080	
1325.700	0.10330	0.40300	
1287.600	0.29470	0.35240	
1190.400	0.38990	0.30480	
1092.400	0.45740	0.27110	
1017.700	0.50100	0.24930	
946.900	0.53960	0.23000	
878.800	0.57110	0.21420	
753.000	0.63270	0.18350	
612.100	0.70150	0.14910	
549.900	0.73170	0.13400	
498.200	0.75690	0.12150	
452.000	0.77930	0.11020	
827.600	0.01470	0.73770	
1041.600	0.04400	0.71600	
1221.700	0.10210	0.67230	
1332.700	0.19280	0.60440	
1319.000	0.30320	0.52170	
1263.400	0.38210	0.46270	
1178.300	0.44860	0.41290	
1103.500	0.49520	0.37800	
1037.300	0.53080	0.35130	
964.900	0.56240	0.32770	
830.000	0.62420	0.28140	
729.000	0.67020	0.24700	
647.200	0.70730	0.21920	
583.300	0.73620	0.19750	
524.400	0.76280	0.17760	
Source	
Tamura K.; Nagata I.: Excess Molar Enthalpies for the 1-Butanol-Benzene-Cyclohexane System at 25 °C. J.Chem.Eng.Data 32 (1987) 45-47	
Source	
Tamura K.; Nagata I.: Excess Molar Enthalpies for the 1-Butanol-Benzene-Cyclohexane System at 25 °C. J.Chem.Eng.Data 32 (1987) 45-47	
