$$$Enthalpy of Mixing Data Set 7308
No.	Formula	Molar Mass	CAS Registry Number	Name
1	C6H12	84.161	592-41-6	1-Hexene
2	C6H12	84.161	592-41-6	Acetic acid butyl ester
Temperature	298.060	K
Pressure	6.000	bar
hE [J/mol]	x1 [mol/mol]
59.329	0.03920
61.686	0.03960
61.428	0.03960
154.646	0.10420
153.434	0.10420
157.770	0.10630
221.261	0.15590
223.307	0.15750
224.346	0.15750
277.297	0.20740
280.231	0.20740
283.708	0.20930
334.077	0.25860
334.955	0.26090
336.651	0.26090
372.035	0.30960
375.250	0.30960
436.051	0.41100
436.542	0.41100
466.591	0.51140
467.767	0.51140
462.767	0.61090
462.661	0.61090
417.440	0.70950
418.364	0.70950
329.540	0.80720
328.443	0.80900
264.825	0.85720
263.024	0.85720
186.849	0.90510
190.376	0.90510
146.315	0.92890
144.232	0.92890
144.270	0.92890
73.107	0.96450
74.350	0.96450
Source
Gmehling J.; Meents B.: Excess Enthalpies of Some Alkyl Ethanoates (C4, C6, C8) + 1-Hexene or + 1-Octene Mixtures. Int.Data Series Sel.Data Mixtures Ser. A 1992 (1992) 169-176
$$$Enthalpy of Mixing Data Set 7553
No.	Formula	Molar Mass	CAS Registry Number	Name
1	C6H12	84.161	592-41-6	1-Hexene
2	C6H12	84.161	592-41-6	Acetic acid butyl ester
Temperature	343.150	K
Pressure	6.000	bar
hE [J/mol]	x1 [mol/mol]
80.157	0.05220
157.130	0.10420
156.059	0.10420
155.857	0.10420
222.745	0.15590
223.329	0.15590
284.500	0.20740
284.091	0.20740
380.252	0.30960
447.975	0.41100
481.864	0.51140
470.958	0.61090
403.961	0.70950
301.393	0.80720
222.235	0.85570
225.020	0.85570
147.923	0.90400
67.246	0.95210
68.288	0.95210
Source
Gmehling J.; Meents B.: Excess Enthalpies of Some Alkyl Ethanoates (C4, C6, C8) + 1-Hexene or + 1-Octene Mixtures. Int.Data Series Sel.Data Mixtures Ser. A 1992 (1992) 169-176
Source
Gmehling J.; Meents B.: Excess Enthalpies of Some Alkyl Ethanoates (C4, C6, C8) + 1-Hexene or + 1-Octene Mixtures. Int.Data Series Sel.Data Mixtures Ser. A 1992 (1992) 169-176
