$$$Enthalpy of Mixing Data Set 9654
No.	Formula	Molar Mass	CAS Registry Number	Name
1	C2H6O	46.069	64-17-5	Ethanol
2	C3H6O	58.080	67-64-1	Acetone
3	C6H6	78.114	71-43-2	Benzene
Temperature	298.150	K
hE [J/mol]	x1 [mol/mol]	x2 [mol/mol]
457.700	0.05000	0.23740
419.100	0.05000	0.47480
385.800	0.05000	0.71280
655.600	0.10000	0.22490
623.100	0.10000	0.44980
591.100	0.10000	0.67530
789.600	0.15000	0.21240
775.400	0.15000	0.42480
742.300	0.15000	0.63770
873.300	0.20000	0.19990
881.500	0.20000	0.39990
866.800	0.20000	0.60020
935.400	0.25000	0.18740
954.900	0.25000	0.37490
961.100	0.25000	0.56270
952.800	0.30000	0.17490
1004.100	0.30000	0.34990
1027.700	0.30000	0.52520
959.500	0.35000	0.16240
1029.400	0.35000	0.32490
1074.000	0.35000	0.48770
947.100	0.40000	0.14990
1036.100	0.40000	0.29990
1096.100	0.40000	0.45020
920.900	0.45000	0.13740
1023.600	0.45000	0.27490
1098.800	0.45000	0.41270
883.800	0.50000	0.12490
992.900	0.50000	0.24990
1082.800	0.50000	0.37510
834.000	0.55000	0.11240
952.600	0.55000	0.22490
1052.200	0.55000	0.33760
773.100	0.60000	0.10000
895.900	0.60000	0.19990
1006.500	0.60000	0.30010
699.200	0.65000	0.08750
831.200	0.65000	0.17490
941.800	0.65000	0.26260
620.300	0.70000	0.07500
750.700	0.70000	0.14990
860.700	0.70000	0.22510
531.100	0.75000	0.06250
655.700	0.75000	0.12500
765.500	0.75000	0.18760
437.900	0.80000	0.05000
550.600	0.80000	0.10000
652.400	0.80000	0.15010
338.100	0.85000	0.03750
433.400	0.85000	0.07500
521.800	0.85000	0.11250
229.500	0.90000	0.02500
304.100	0.90000	0.05000
372.700	0.90000	0.07500
117.900	0.95000	0.01250
160.800	0.95000	0.02500
200.700	0.95000	0.03750
Source
Nagata I.; Ksiazczak A.: Excess enthalpies for (ethanol + propanone) and (ethanol + propanone + benzene) at the temperature 298.15 K. J.Chem.Thermodyn. 26 (1994) 165-169
Source
Nagata I.; Ksiazczak A.: Excess enthalpies for (ethanol + propanone) and (ethanol + propanone + benzene) at the temperature 298.15 K. J.Chem.Thermodyn. 26 (1994) 165-169
