$$$Enthalpy of Mixing Data Set 22595	
No.	Formula	Molar Mass	CAS Registry Number	Name	
1	C3H6O	58.080	67-64-1	Acetone	
2	C2H6O	46.069	64-17-5	Ethanol	
3	H2O	18.015	7732-18-5	Water	
Temperature	298.200	K	
hE [cal/mol]	x1 [mol/mol]	x2 [mol/mol]	
-33.400	0.50000	0.00000	
54.200	0.42160	0.15680	
73.800	0.39650	0.20700	
104.100	0.34380	0.31240	
124.000	0.28350	0.43300	
126.700	0.21010	0.57980	
113.600	0.16720	0.66560	
104.000	0.14400	0.71200	
83.300	0.10330	0.79340	
55.100	0.05640	0.88720	
Source	
Byun H.-S.; Suh H.-S.; Kwak C.: Enthalpy of Mixing for Acetone-Ethanol-Water Ternary Liquid Mixtures. Hwahak Konghak 30 (1992) 578-585	
Source	
Byun H.-S.; Suh H.-S.; Kwak C.: Enthalpy of Mixing for Acetone-Ethanol-Water Ternary Liquid Mixtures. Hwahak Konghak 30 (1992) 578-585	
