$$$Enthalpy of Mixing Data Set 10947	
No.	Formula	Molar Mass	CAS Registry Number	Name	
1	C6H12	84.161	110-82-7	Cyclohexane	
2	C3H6O	58.080	67-64-1	Acetone	
3	C4H8O	72.107	109-99-9	Tetrahydrofuran	
Temperature	298.150	K	
hE [J/mol]	x1 [mol/mol]	x2 [mol/mol]	
254.200	0.04680	0.19220	
315.200	0.06860	0.18780	
526.800	0.07910	0.83660	
514.300	0.08220	0.45670	
662.500	0.10400	0.69450	
588.200	0.10660	0.44880	
447.700	0.10940	0.17950	
686.500	0.11410	0.80480	
756.500	0.15180	0.42210	
540.800	0.15560	0.17020	
500.000	0.15650	0.10090	
984.000	0.18630	0.73920	
954.200	0.18840	0.62900	
566.600	0.19840	0.09590	
682.700	0.21650	0.15800	
1214.400	0.25560	0.67620	
1123.600	0.25820	0.57490	
1014.700	0.26360	0.36640	
789.000	0.26930	0.14730	
691.400	0.27070	0.08720	
1330.000	0.31400	0.62310	
1374.600	0.34000	0.59960	
1311.500	0.34930	0.50290	
889.500	0.35600	0.12980	
785.600	0.35760	0.07680	
1491.700	0.40710	0.53860	
1407.400	0.41050	0.45690	
1220.400	0.41720	0.29000	
950.200	0.42420	0.11610	
815.400	0.42610	0.06860	
1448.500	0.48150	0.40190	
1218.000	0.48830	0.25460	
974.700	0.49560	0.10170	
1561.000	0.50740	0.44750	
838.500	0.52790	0.05660	
1537.000	0.57870	0.38270	
1423.200	0.58210	0.32390	
1204.400	0.58880	0.20460	
936.700	0.59580	0.08150	
821.600	0.59750	0.04810	
885.300	0.66270	0.06800	
1448.500	0.67320	0.29690	
1343.600	0.67630	0.25090	
1132.300	0.68230	0.15810	
837.500	0.68850	0.06280	
760.800	0.69010	0.03710	
1322.200	0.73310	0.24240	
1240.500	0.73580	0.20480	
1009.300	0.74120	0.12880	
768.900	0.74670	0.05110	
675.800	0.74810	0.03010	
1129.100	0.80470	0.17740	
1047.300	0.80700	0.14960	
846.500	0.81110	0.09400	
630.900	0.81550	0.03720	
581.100	0.81660	0.02190	
958.600	0.84600	0.13990	
707.600	0.85130	0.07400	
529.500	0.85500	0.02920	
461.700	0.85590	0.01720	
799.700	0.87450	0.09730	
633.800	0.87740	0.06100	
461.500	0.88050	0.02410	
391.800	0.88790	0.01340	
558.700	0.89570	0.05190	
400.200	0.89840	0.02050	
604.100	0.91260	0.06770	
478.700	0.91480	0.04240	
341.200	0.91710	0.01670	
323.000	0.92180	0.01580	
480.200	0.93290	0.05200	
232.500	0.94650	0.01080	
345.700	0.95430	0.03540	
190.400	0.95670	0.00870	
Source	
Marongiu B.; Delitala C.; Pittau B.; Porcedda S.: DISQUAC predictions on excess enthalpies of the ternary mixture: cyclohexane + propanone + tetrahydrofuran. Fluid Phase Equilib. 109 (1995) 67-81	
Source	
Marongiu B.; Delitala C.; Pittau B.; Porcedda S.: DISQUAC predictions on excess enthalpies of the ternary mixture: cyclohexane + propanone + tetrahydrofuran. Fluid Phase Equilib. 109 (1995) 67-81	
