$$$Enthalpy of Mixing Data Set 10280
No.	Formula	Molar Mass	CAS Registry Number	Name
1	C2H4O2	60.053	64-19-7	Acetic acid
2	C5H9NO	99.133	872-50-4	N-Methyl-2-pyrrolidone
Temperature	298.150	K
hE [J/mol]	x1 [mol/mol]
-968.000	0.09960
-1895.000	0.20210
-3124.000	0.36320
-3135.000	0.36360
-3461.000	0.42300
-3618.000	0.46980
-3653.000	0.48230
-3660.000	0.48660
-3681.000	0.49800
-3674.000	0.49860
-3667.000	0.52040
-3657.000	0.53400
-3662.000	0.54030
-3560.000	0.57550
-3503.000	0.58900
-2826.000	0.70100
-2016.000	0.79950
-1515.000	0.84970
-529.000	0.95060
Source
Ryabtseva N.V.; Rudin V.Ya.; Kalinichenko V.P.: Kalorimetrische Untersuchung der Mischungsenthalpie in binären Systemen N-Methylpyrrolidon-Essigsäure und N-Methylpyrrolidon-Wasser. Oniitekhim  (1982) 1-8
$$$Enthalpy of Mixing Data Set 10281
No.	Formula	Molar Mass	CAS Registry Number	Name
1	C2H4O2	60.053	64-19-7	Acetic acid
2	C5H9NO	99.133	872-50-4	N-Methyl-2-pyrrolidone
Temperature	308.150	K
hE [J/mol]	x1 [mol/mol]
-1796.000	0.19160
-3444.000	0.42200
-3646.000	0.49010
-3654.000	0.51510
-3645.000	0.53200
-3543.000	0.57710
-3530.000	0.57760
-2026.000	0.79570
Source
Ryabtseva N.V.; Rudin V.Ya.; Kalinichenko V.P.: Kalorimetrische Untersuchung der Mischungsenthalpie in binären Systemen N-Methylpyrrolidon-Essigsäure und N-Methylpyrrolidon-Wasser. Oniitekhim  (1982) 1-8
Source
Ryabtseva N.V.; Rudin V.Ya.; Kalinichenko V.P.: Kalorimetrische Untersuchung der Mischungsenthalpie in binären Systemen N-Methylpyrrolidon-Essigsäure und N-Methylpyrrolidon-Wasser. Oniitekhim  (1982) 1-8
