$$$Enthalpy of Mixing Data Set 6367
No.	Formula	Molar Mass	CAS Registry Number	Name
1	C3H6O	58.080	67-64-1	Acetone
2	C6H12	84.161	110-82-7	Cyclohexane
3	CHCl3	119.377	67-66-3	Chloroform
Temperature	298.150	K
hE [J/mol]	x1 [mol/mol]	x2 [mol/mol]
-1236.100	0.45510	0.07990
-836.500	0.57150	0.09760
-1378.300	0.31960	0.05470
-1372.500	0.30480	0.05220
-1334.800	0.40520	0.06930
-1385.300	0.34520	0.05900
-1389.100	0.36840	0.06290
-1188.100	0.42040	0.08720
770.000	0.52870	0.34870
779.300	0.39460	0.44790
753.600	0.63200	0.27220
620.600	0.76020	0.17740
776.800	0.52590	0.35070
770.100	0.40110	0.44310
775.400	0.45080	0.40630
768.100	0.45920	0.40010
703.400	0.69380	0.22640
-372.000	0.43350	0.21050
-748.900	0.41550	0.15440
-313.400	0.34340	0.24400
-231.800	0.70050	0.11190
-313.200	0.34990	0.24150
-317.900	0.63380	0.13580
-1155.500	0.46530	0.08700
-1012.800	0.62020	0.06170
-983.000	0.29700	0.11380
-805.500	0.71220	0.04680
-1160.700	0.45890	0.08960
-1058.100	0.32910	0.10910
-792.900	0.71700	0.04580
Source
Lark B.S.; Kaur S.; Singh S.: Ternary Heat Effects in Ternary Mixtures. Thermochim.Acta 105 (1986) 219-229
$$$Enthalpy of Mixing Data Set 8710
No.	Formula	Molar Mass	CAS Registry Number	Name
1	CHCl3	119.377	67-66-3	Chloroform
2	C3H6O	58.080	67-64-1	Acetone
3	C6H12	84.161	110-82-7	Cyclohexane
Temperature	298.150	K
hE [J/mol]	x1 [mol/mol]	x2 [mol/mol]
1092.800	0.05000	0.23980
1375.600	0.05000	0.47710
1044.300	0.05000	0.71520
853.800	0.10000	0.22710
1074.900	0.10000	0.45200
784.300	0.10000	0.67760
644.700	0.15000	0.21450
748.000	0.15000	0.42690
481.000	0.15000	0.64000
470.600	0.20000	0.20190
444.000	0.20000	0.40180
157.400	0.20000	0.60230
322.300	0.25000	0.18230
173.300	0.25000	0.37670
-166.700	0.25000	0.56470
210.200	0.30000	0.17670
-63.500	0.30000	0.35160
-456.700	0.30000	0.52700
129.600	0.35000	0.16400
-253.600	0.35000	0.32650
-705.600	0.35000	0.48940
71.700	0.40000	0.15140
-403.200	0.40000	0.30130
-909.600	0.40000	0.45170
32.100	0.45000	0.13880
-515.200	0.45000	0.27620
-1073.500	0.45000	0.41410
-1.900	0.50000	0.12620
-599.300	0.50000	0.25110
-1195.800	0.50000	0.37640
-21.000	0.55000	0.11360
-641.300	0.55000	0.22600
-1272.900	0.55000	0.33880
-26.200	0.60000	0.10100
-659.900	0.60000	0.20090
-1307.700	0.60000	0.30120
-30.500	0.65000	0.08830
-647.100	0.65000	0.17580
-1283.000	0.65000	0.26350
-27.800	0.70000	0.07570
-613.900	0.70000	0.15070
-1205.400	0.70000	0.22590
-23.500	0.75000	0.06310
-546.400	0.75000	0.12560
-1090.400	0.75000	0.18820
-17.600	0.80000	0.05050
-459.300	0.80000	0.10050
-929.400	0.80000	0.15060
-13.100	0.85000	0.03790
-355.000	0.85000	0.07530
-736.200	0.85000	0.11290
-7.000	0.90000	0.02520
-245.300	0.90000	0.05020
-515.700	0.90000	0.07530
-2.200	0.95000	0.01260
-119.600	0.95000	0.02510
-266.500	0.95000	0.03760
Source
Nagata I.; Tamura K.; Ozaki S.; Myohen K.: Ternary excess molar enthalpies of chloroform + acetone + cyclohexane mixtures at 298.15 K. Thermochim.Acta 209 (1992) 31-41
Source
Nagata I.; Tamura K.; Ozaki S.; Myohen K.: Ternary excess molar enthalpies of chloroform + acetone + cyclohexane mixtures at 298.15 K. Thermochim.Acta 209 (1992) 31-41
Lark B.S.; Kaur S.; Singh S.: Ternary Heat Effects in Ternary Mixtures. Thermochim.Acta 105 (1986) 219-229
