$$$Enthalpy of Mixing Data Set 5747
No.	Formula	Molar Mass	CAS Registry Number	Name
1	C4H10O	74.123	71-36-3	1-Butanol
2	C2H3N	41.053	75-05-8	Acetonitrile
3	C6H6	78.114	71-43-2	Benzene
Temperature	298.150	K
hE [J/mol]	x1 [mol/mol]	x2 [mol/mol]
415.400	0.01250	0.24720
608.100	0.03410	0.24080
904.700	0.07740	0.23100
1190.700	0.14560	0.21390
1384.600	0.23140	0.19240
1467.200	0.31360	0.17180
1476.400	0.38750	0.15330
1442.500	0.45180	0.13720
1395.800	0.49920	0.12540
1361.500	0.52600	0.11870
1318.300	0.55300	0.11190
1198.500	0.61820	0.09560
1101.800	0.66190	0.08460
998.700	0.70350	0.07420
924.000	0.73130	0.06730
849.400	0.75390	0.06160
856.600	0.75510	0.06130
766.200	0.78220	0.05450
683.500	0.80900	0.04780
611.100	0.83150	0.04220
548.400	0.85040	0.03740
579.300	0.01470	0.49040
790.700	0.04110	0.47730
1058.700	0.08220	0.45680
1334.500	0.14060	0.42780
1597.500	0.23280	0.38190
1719.300	0.32310	0.33690
1743.300	0.38510	0.30610
1734.000	0.43270	0.28240
1716.500	0.46220	0.26770
1699.900	0.48070	0.25850
1649.500	0.52540	0.23620
1592.300	0.56450	0.21680
1498.300	0.61340	0.19240
1408.800	0.65220	0.17310
1325.600	0.68410	0.15730
1269.200	0.70370	0.14750
1217.300	0.72000	0.13900
1113.300	0.75310	0.12290
1017.300	0.78060	0.10920
936.300	0.80240	0.09840
865.700	0.82040	0.08940
808.600	0.83450	0.08240
791.900	0.84090	0.08060
518.500	0.01260	0.74070
666.800	0.02990	0.72780
892.300	0.05930	0.70570
1166.700	0.10250	0.67330
1476.000	0.16680	0.62510
1722.800	0.24250	0.56820
1873.500	0.32200	0.50860
1927.200	0.37670	0.46760
1943.400	0.42620	0.43040
1938.600	0.44380	0.41730
1918.000	0.48560	0.38590
1872.000	0.53310	0.35030
1801.900	0.57970	0.31530
1719.400	0.62130	0.28410
1639.800	0.65520	0.25860
1631.900	0.65830	0.25640
1538.900	0.69140	0.23150
1420.500	0.72850	0.20370
1333.000	0.75360	0.18490
1239.700	0.77770	0.16680
1153.500	0.79790	0.15160
1089.000	0.81270	0.14050
Source
Nagata I.; Tamura K.: Excess molar enthalpies of (butan-1-ol or 2-methylpropan-1-ol + acetonitrile), (2-methylpropan-1-ol + benzene), and (butan-1-ol or 2-methylpropan-1-ol + acetonitrile + benzene) at 298.15 K. J.Chem.Thermodyn. 20 (1988) 1101-1107
Source
Nagata I.; Tamura K.: Excess molar enthalpies of (butan-1-ol or 2-methylpropan-1-ol + acetonitrile), (2-methylpropan-1-ol + benzene), and (butan-1-ol or 2-methylpropan-1-ol + acetonitrile + benzene) at 298.15 K. J.Chem.Thermodyn. 20 (1988) 1101-1107
