$$$Enthalpy of Mixing Data Set 9723
No.	Formula	Molar Mass	CAS Registry Number	Name
1	CH4O	32.042	67-56-1	Methanol
2	C6H6	78.114	71-43-2	Benzene
3	C6H14	86.177	110-54-3	Hexane
Temperature	298.150	K
hE [J/mol]	x1 [mol/mol]	x2 [mol/mol]
688.400	0.04550	0.13620
738.300	0.05060	0.15150
814.600	0.05910	0.17690
881.900	0.06710	0.20100
854.700	0.07660	0.22930
992.400	0.08170	0.24480
1045.200	0.08960	0.26830
1105.600	0.09970	0.29860
690.900	0.10220	0.10200
707.200	0.10650	0.10630
1161.800	0.11060	0.33120
1209.800	0.12190	0.36510
777.300	0.12610	0.12580
1251.900	0.13500	0.40440
1276.900	0.14620	0.43790
859.100	0.15150	0.15120
1289.000	0.15850	0.47440
1285.400	0.17010	0.50950
913.400	0.17030	0.16990
638.500	0.17380	0.05790
1263.000	0.18270	0.54700
947.500	0.18310	0.18270
660.600	0.18770	0.06260
1216.200	0.19610	0.58730
984.500	0.19810	0.19760
1138.800	0.21020	0.62970
701.300	0.21580	0.07190
1029.200	0.21900	0.21850
1024.800	0.22480	0.67330
881.500	0.23820	0.71330
1066.300	0.23920	0.23870
745.600	0.25030	0.08340
1100.900	0.26330	0.26270
781.700	0.28240	0.09410
1128.200	0.28890	0.28830
1140.800	0.30850	0.30780
811.200	0.31190	0.10400
819.800	0.32140	0.10710
1144.400	0.32620	0.32540
841.000	0.34800	0.11600
1137.400	0.35010	0.34930
1114.500	0.37490	0.37410
859.900	0.37680	0.12560
1064.500	0.40350	0.40260
874.400	0.40650	0.13550
983.000	0.43250	0.43150
886.600	0.44720	0.14910
874.500	0.45880	0.45780
741.700	0.48290	0.48180
883.300	0.50780	0.16930
867.800	0.54180	0.18060
824.400	0.58850	0.19620
757.500	0.63140	0.21050
693.900	0.67500	0.22500
511.900	0.71570	0.23860
Source
Nagata I.: (Liquid + Liquid) Equilibria and Excess Enthalpies for (Methanol + Benzene or Propanone + Hexane) at the Temperature 298.15 K. J.Chem.Thermodyn. 26 (1994) 545-551
Source
Nagata I.: (Liquid + Liquid) Equilibria and Excess Enthalpies for (Methanol + Benzene or Propanone + Hexane) at the Temperature 298.15 K. J.Chem.Thermodyn. 26 (1994) 545-551
