$$$Enthalpy of Mixing Data Set 442
No.	Formula	Molar Mass	CAS Registry Number	Name
1	CHCl3	119.377	67-66-3	Chloroform
2	C4H8O	72.107	109-99-9	Tetrahydrofuran
Temperature	298.150	K
hE [J/mol]	x1 [mol/mol]
-217.295	0.02500
-429.147	0.05000
-636.394	0.07500
-838.197	0.10000
-1034.140	0.12500
-1223.800	0.15000
-1406.770	0.17500
-1582.610	0.20000
-1750.500	0.22500
-1910.020	0.25000
-2060.320	0.27500
-2199.740	0.30000
-2329.120	0.32500
-2445.930	0.35000
-2549.760	0.37500
-2640.200	0.40000
-2715.980	0.42500
-2775.850	0.45000
-2818.130	0.47500
-2844.510	0.50000
-2851.210	0.52500
-2836.980	0.55000
-2803.480	0.57500
-2751.980	0.60000
-2683.320	0.62500
-2596.650	0.65000
-2494.080	0.67500
-2375.170	0.70000
-2241.610	0.72500
-2093.400	0.75000
-1931.370	0.77500
-1757.200	0.80000
-1570.890	0.82500
-1374.110	0.85000
-1166.860	0.87500
-949.985	0.90000
-724.735	0.92500
-490.693	0.95000
-248.696	0.97500
Source
Becker F.; Fries E.W.; Kiefer M.; Pflug H.D.: II. Zweistufen-Gleichgewichtsmodelle. Z.Naturforsch.A 25 (1970) 677-688
$$$Enthalpy of Mixing Data Set 443
No.	Formula	Molar Mass	CAS Registry Number	Name
1	CHCl3	119.377	67-66-3	Chloroform
2	C4H8O	72.107	109-99-9	Tetrahydrofuran
Temperature	303.150	K
Pressure	2.100	bar
hE [J/mol]	x1 [mol/mol]
-115.900	0.01380
-213.300	0.02550
-326.400	0.03930
-573.400	0.06960
-800.800	0.09870
-990.900	0.12380
-1294.700	0.16560
-1618.400	0.21380
-1887.500	0.25780
-2099.700	0.29650
-2256.500	0.32880
-2419.000	0.36800
-2548.600	0.40720
-2639.700	0.44530
-2697.600	0.48670
-2708.800	0.53070
-2678.500	0.57040
-2617.500	0.60390
-2513.100	0.64130
-2355.900	0.68240
-2145.000	0.72610
-1989.500	0.75350
-1779.100	0.78710
-1624.800	0.80960
-1428.600	0.83660
-1261.400	0.85830
-1031.100	0.88660
-857.400	0.90720
-619.700	0.93410
-419.200	0.95600
-234.000	0.97560
-141.200	0.98530
-69.500	0.99270
Source
van Ness H.C.; Abbott M.M.: Excess Enthalpy. Int.Data Series Sel.Data Mixtures Ser. A 1974 (1974) 63-68
$$$Enthalpy of Mixing Data Set 444
No.	Formula	Molar Mass	CAS Registry Number	Name
1	CHCl3	119.377	67-66-3	Chloroform
2	C4H8O	72.107	109-99-9	Tetrahydrofuran
Temperature	318.150	K
Pressure	2.100	bar
hE [J/mol]	x1 [mol/mol]
-117.300	0.01440
-316.800	0.03920
-546.800	0.06840
-777.500	0.09880
-997.500	0.12860
-1256.200	0.16580
-1531.600	0.20810
-1733.400	0.24170
-1952.000	0.28190
-2097.300	0.31180
-2200.600	0.33550
-2313.100	0.36440
-2406.800	0.39340
-2479.900	0.42070
-2541.800	0.45230
-2571.900	0.56330
-2526.100	0.59340
-2440.900	0.62930
-2317.900	0.66690
-2159.700	0.70480
-1965.000	0.74350
-1726.900	0.78420
-1479.100	0.82170
-1268.700	0.85100
-1120.600	0.87040
-898.500	0.89830
-679.200	0.92460
-474.100	0.94810
-276.700	0.97020
-109.600	0.98830
Source
van Ness H.C.; Abbott M.M.: Excess Enthalpy. Int.Data Series Sel.Data Mixtures Ser. A 1974 (1974) 63-68
Source
Becker F.; Fries E.W.; Kiefer M.; Pflug H.D.: II. Zweistufen-Gleichgewichtsmodelle. Z.Naturforsch.A 25 (1970) 677-688
van Ness H.C.; Abbott M.M.: Excess Enthalpy. Int.Data Series Sel.Data Mixtures Ser. A 1974 (1974) 63-68
