$$$Enthalpy of Mixing Data Set 8714	
No.	Formula	Molar Mass	CAS Registry Number	Name	
1	C4H8O	72.107	109-99-9	Tetrahydrofuran	
2	CH4O	32.042	67-56-1	Methanol	
3	H2O	18.015	7732-18-5	Water	
Temperature	298.150	K	
Pressure	1.000	bar	
hE [J/mol]	x1 [mol/mol]	x2 [mol/mol]	
-355.200	0.01570	0.03130	
-510.600	0.03200	0.01600	
-18.800	0.03270	0.95100	
-712.300	0.03300	0.06600	
-875.100	0.06570	0.13130	
-724.600	0.06600	0.03300	
-45.200	0.06670	0.90000	
-519.000	0.07300	0.69530	
-783.100	0.08200	0.45900	
-262.900	0.08300	0.80240	
-492.400	0.09800	0.67650	
-767.600	0.09900	0.45050	
-893.100	0.10000	0.20000	
-852.100	0.13100	0.26200	
-825.900	0.13270	0.06630	
-74.300	0.13330	0.80000	
-422.900	0.15200	0.63600	
-769.500	0.16570	0.33130	
-681.700	0.17300	0.41350	
-142.200	0.17300	0.72360	
-800.300	0.19400	0.09700	
-659.500	0.19870	0.39730	
-99.200	0.20000	0.70000	
-350.600	0.20300	0.59780	
-634.300	0.20400	0.39800	
-302.200	0.22800	0.57900	
-510.200	0.23100	0.46200	
-545.100	0.25900	0.37050	
-17.900	0.25900	0.64840	
-688.700	0.25930	0.12970	
-111.900	0.26470	0.60300	
-292.500	0.26630	0.53270	
-479.900	0.29300	0.35350	
-188.500	0.29600	0.52800	
7.200	0.29970	0.59930	
-159.300	0.31300	0.51530	
186.600	0.31670	0.63330	
-119.000	0.32800	0.50800	
-545.400	0.33070	0.16530	
112.200	0.34800	0.57050	
-368.000	0.35300	0.32350	
-117.400	0.39270	0.41100	
-22.000	0.39500	0.45380	
-372.000	0.39800	0.19900	
15.000	0.41400	0.43950	
-175.000	0.45100	0.27450	
245.700	0.45100	0.48040	
-193.100	0.46400	0.23200	
-100.100	0.46400	0.30400	
306.100	0.49400	0.44280	
-80.500	0.50000	0.25000	
153.600	0.51700	0.36230	
-59.300	0.53400	0.19900	
19.400	0.53470	0.26730	
20.800	0.55320	0.22350	
355.100	0.55500	0.38940	
247.400	0.59400	0.30450	
385.500	0.59700	0.35260	
-2.300	0.59930	0.10100	
223.500	0.60000	0.30000	
249.200	0.60270	0.30130	
268.700	0.62500	0.28130	
347.000	0.63270	0.31630	
30.400	0.63400	0.04900	
406.700	0.65900	0.29840	
187.100	0.66200	0.16900	
301.000	0.67900	0.24080	
416.200	0.69700	0.26510	
408.600	0.71500	0.24940	
332.300	0.74500	0.19130	
274.900	0.77100	0.11450	
414.400	0.77100	0.20040	
382.800	0.79900	0.17590	
325.700	0.80030	0.14980	
374.100	0.82600	0.15230	
274.800	0.82700	0.08650	
308.900	0.85000	0.11250	
274.300	0.86500	0.10130	
258.200	0.88300	0.05850	
303.600	0.88400	0.10150	
254.800	0.90000	0.07500	
245.800	0.90270	0.04870	
186.800	0.93200	0.03400	
170.300	0.93600	0.04800	
182.500	0.94100	0.05160	
134.000	0.95200	0.04200	
Source	
Keller M.; Heintz A.; Lichtenthaler R.N.: Excess molar enthalpies of (tetrahydrofuran + methanol + water) at the temperature 298.15 K and pressure 0.1 MPa. J.Chem.Thermodyn. 24 (1992) 1197-1205	
Source	
Keller M.; Heintz A.; Lichtenthaler R.N.: Excess molar enthalpies of (tetrahydrofuran + methanol + water) at the temperature 298.15 K and pressure 0.1 MPa. J.Chem.Thermodyn. 24 (1992) 1197-1205	
