$$$Enthalpy of Mixing Data Set 9816	
No.	Formula	Molar Mass	CAS Registry Number	Name	
1	C3H8O	60.096	67-63-0	2-Propanol	
2	C3H6O	58.080	67-64-1	Acetone	
3	C6H6	78.114	71-43-2	Benzene	
Temperature	298.150	K	
hE [J/mol]	x1 [mol/mol]	x2 [mol/mol]	
539.800	0.05000	0.23670	
512.000	0.05000	0.47540	
447.600	0.05000	0.71250	
809.300	0.10000	0.22430	
776.700	0.10000	0.45030	
721.400	0.10000	0.67500	
1016.300	0.15000	0.21180	
994.000	0.15000	0.42530	
950.600	0.15000	0.63750	
1163.400	0.20000	0.19930	
1156.600	0.20000	0.40030	
1138.100	0.20000	0.60000	
1264.100	0.25000	0.18690	
1286.500	0.25000	0.37530	
1286.700	0.25000	0.56250	
1340.900	0.30000	0.17440	
1378.400	0.30000	0.35030	
1400.600	0.30000	0.52500	
1383.600	0.35000	0.16200	
1443.000	0.35000	0.32520	
1484.800	0.35000	0.48750	
1404.300	0.40000	0.14950	
1481.400	0.40000	0.30020	
1540.900	0.40000	0.45000	
1396.100	0.45000	0.13710	
1491.300	0.45000	0.27520	
1569.300	0.45000	0.41250	
1374.500	0.50000	0.12460	
1477.400	0.50000	0.25020	
1573.100	0.50000	0.37500	
1331.100	0.55000	0.11210	
1434.700	0.55000	0.22520	
1547.200	0.55000	0.33750	
1259.300	0.60000	0.09970	
1375.000	0.60000	0.20010	
1498.300	0.60000	0.30000	
1174.600	0.65000	0.08720	
1295.200	0.65000	0.17510	
1423.800	0.65000	0.26250	
1071.400	0.70000	0.07470	
1188.900	0.70000	0.15010	
1320.700	0.70000	0.22500	
947.400	0.75000	0.06230	
1065.300	0.75000	0.12510	
1193.100	0.75000	0.18750	
801.100	0.80000	0.04980	
911.400	0.80000	0.10010	
1029.700	0.80000	0.15000	
635.100	0.85000	0.03740	
734.500	0.85000	0.07510	
837.700	0.85000	0.11250	
444.700	0.90000	0.02490	
526.400	0.90000	0.05000	
617.400	0.90000	0.07500	
234.000	0.95000	0.01250	
286.600	0.95000	0.02500	
341.000	0.95000	0.03750	
Source	
Nagata I.: Excess enthalpies for (propan-2-ol + propanone) and (propan-2-ol + propanone + benzene) at the temperature 298.15 K. J.Chem.Thermodyn. 26 (1994) 691-695	
Source	
Nagata I.: Excess enthalpies for (propan-2-ol + propanone) and (propan-2-ol + propanone + benzene) at the temperature 298.15 K. J.Chem.Thermodyn. 26 (1994) 691-695	
