$$$Enthalpy of Mixing Data Set 6234
No.	Formula	Molar Mass	CAS Registry Number	Name
1	C4H10O	74.123	60-29-7	Diethyl ether
2	C2H3N	41.053	75-05-8	Acetonitrile
Temperature	298.150	K
hE [J/mol]	x1 [mol/mol]
74.380	0.96480
66.210	0.96890
61.940	0.97090
53.360	0.97500
45.100	0.97920
36.090	0.98330
27.030	0.98740
17.570	0.99160
Source
Trampe D.M.; Eckert C.A.: Calorimetric Measurement of Partial Molar Excess Enthalpies at Infinite Dilution. J.Chem.Eng.Data 36 (1991) 112-118
$$$Enthalpy of Mixing Data Set 9621
No.	Formula	Molar Mass	CAS Registry Number	Name
1	C4H10O	74.123	60-29-7	Diethyl ether
2	C2H3N	41.053	75-05-8	Acetonitrile
Temperature	298.150	K
hE [J/mol]	x1 [mol/mol]
128.000	0.07860
153.400	0.09620
145.500	0.09970
214.900	0.13780
218.600	0.14900
277.600	0.20300
299.900	0.23850
301.600	0.25590
317.600	0.26160
351.700	0.29930
343.400	0.30410
362.500	0.33410
374.600	0.34720
378.400	0.36070
388.900	0.39100
377.400	0.39220
397.100	0.40670
396.500	0.40890
397.300	0.41000
407.200	0.43080
404.500	0.44350
400.400	0.45850
414.900	0.47940
402.300	0.48400
400.700	0.48730
409.800	0.49820
393.800	0.53780
354.300	0.60290
375.600	0.60640
362.600	0.61310
337.800	0.68800
340.200	0.69060
289.000	0.75420
226.100	0.81150
227.300	0.84080
207.900	0.84440
Source
Letcher T.M.; Domanska U.: The excess enthalpies of (acetonitrile + an ether) at the temperature 298.15 K. J.Chem.Thermodyn. 26 (1994) 75-84
Source
Letcher T.M.; Domanska U.: The excess enthalpies of (acetonitrile + an ether) at the temperature 298.15 K. J.Chem.Thermodyn. 26 (1994) 75-84
Trampe D.M.; Eckert C.A.: Calorimetric Measurement of Partial Molar Excess Enthalpies at Infinite Dilution. J.Chem.Eng.Data 36 (1991) 112-118
