$$$Enthalpy of Mixing Data Set 4422	
No.	Formula	Molar Mass	CAS Registry Number	Name	
1	C2H6O	46.069	64-17-5	Ethanol	
2	C4H8O2	88.106	141-78-6	Ethyl acetate	
3	C6H12	84.161	110-82-7	Cyclohexane	
Temperature	298.150	K	
hE [J/mol]	x1 [mol/mol]	x2 [mol/mol]	
1335.600	0.02580	0.24140	
1441.300	0.06280	0.23210	
1531.700	0.11190	0.21990	
1569.700	0.17640	0.20400	
1558.700	0.23990	0.18820	
1517.700	0.30240	0.17280	
1432.500	0.38180	0.15310	
1294.300	0.47670	0.12960	
1150.800	0.55740	0.10960	
1023.400	0.61850	0.09450	
1013.400	0.62540	0.09280	
912.800	0.67140	0.08140	
804.900	0.71780	0.06990	
687.800	0.76520	0.05820	
598.300	0.79980	0.04960	
1497.200	0.02210	0.48720	
1648.300	0.05440	0.47120	
1771.700	0.09500	0.45100	
1854.700	0.14310	0.42700	
1891.300	0.20990	0.39370	
1861.700	0.28920	0.35420	
1766.700	0.37560	0.31110	
1624.900	0.46080	0.26870	
1461.600	0.53850	0.22990	
1317.200	0.59830	0.20020	
1195.100	0.64430	0.17720	
1186.100	0.64780	0.17550	
1025.600	0.70380	0.14760	
866.900	0.75580	0.12170	
747.100	0.79320	0.10310	
653.600	0.82130	0.08900	
583.600	0.84180	0.07880	
485.700	0.87000	0.06480	
416.800	0.88930	0.05520	
1085.400	0.01610	0.73970	
1275.700	0.05290	0.71210	
1438.800	0.09390	0.68120	
1560.600	0.13590	0.64970	
1655.300	0.18490	0.61280	
1721.700	0.25790	0.55800	
1725.000	0.32940	0.50420	
1663.300	0.41580	0.43920	
1557.200	0.49470	0.37990	
1418.000	0.56970	0.32350	
1339.300	0.60570	0.29650	
1291.500	0.62600	0.28120	
1172.200	0.67290	0.24590	
1026.700	0.72450	0.20720	
894.000	0.76760	0.17480	
797.600	0.79690	0.15270	
720.900	0.81940	0.13580	
Source	
Nagata I.; Tamura K.: Excess molar enthalpies of (ethanol + tetrachloromethane) and (ethyl ethanoate + cyclohexane), and of (ethanol + benzene + tetrachloromethane) and (ethanol + ethyl ethanoate + cyclohexane) at 298.15 K. J.Chem.Thermodyn. 16 (1984) 975-980	
Source	
Nagata I.; Tamura K.: Excess molar enthalpies of (ethanol + tetrachloromethane) and (ethyl ethanoate + cyclohexane), and of (ethanol + benzene + tetrachloromethane) and (ethanol + ethyl ethanoate + cyclohexane) at 298.15 K. J.Chem.Thermodyn. 16 (1984) 975-980	
