$$$Enthalpy of Mixing Data Set 11964
No.	Formula	Molar Mass	CAS Registry Number	Name
1	CH4	16.043	74-82-8	Methane
2	CH4O	32.042	67-56-1	Methanol
Temperature	255.400	K
Pressure	138.000	bar
hE [J/mol]	x1 [mol/mol]
0.000	0.00880
-7.000	0.01750
-22.000	0.03230
-29.000	0.04260
-47.000	0.05280
-56.000	0.06250
-70.000	0.08170
-79.000	0.09100
-91.000	0.10030
-110.000	0.11770
-117.000	0.13470
-121.000	0.15140
-112.000	0.21060
-110.000	0.23790
-99.000	0.30780
-85.000	0.40080
-72.000	0.50090
-54.000	0.60080
-40.000	0.70070
-26.000	0.80060
-12.000	0.90030
-4.000	0.94750
Source
Oscarson J.L.; Coxam J.Y.; Gillespie S.E.; Izatt R.M.: Excess enthalpies of mixing methane with methanol, n-heptane, toluene and methylcyclohexane at 255.4 and 310.9 K and 13.8 MPa. Fluid Phase Equilib. 114 (1996) 161-174
$$$Enthalpy of Mixing Data Set 11965
No.	Formula	Molar Mass	CAS Registry Number	Name
1	CH4	16.043	74-82-8	Methane
2	CH4O	32.042	67-56-1	Methanol
Temperature	310.900	K
Pressure	138.000	bar
hE [J/mol]	x1 [mol/mol]
-5.000	0.00620
-9.000	0.00870
-21.000	0.02300
-34.000	0.03190
-30.000	0.03190
-27.000	0.03190
-64.000	0.06160
-72.000	0.06190
-91.000	0.08050
-101.000	0.08960
-101.000	0.09000
-96.000	0.09000
-97.000	0.11480
-96.000	0.11550
-106.000	0.11550
-110.000	0.11600
-109.000	0.11650
-115.000	0.12730
-105.000	0.14090
-115.000	0.14150
-102.000	0.14150
-103.000	0.14160
-99.000	0.16520
-93.000	0.18750
-93.000	0.18760
-89.000	0.20870
-85.000	0.22890
-82.000	0.22890
-79.000	0.24800
-75.000	0.26620
Source
Oscarson J.L.; Coxam J.Y.; Gillespie S.E.; Izatt R.M.: Excess enthalpies of mixing methane with methanol, n-heptane, toluene and methylcyclohexane at 255.4 and 310.9 K and 13.8 MPa. Fluid Phase Equilib. 114 (1996) 161-174
Source
Oscarson J.L.; Coxam J.Y.; Gillespie S.E.; Izatt R.M.: Excess enthalpies of mixing methane with methanol, n-heptane, toluene and methylcyclohexane at 255.4 and 310.9 K and 13.8 MPa. Fluid Phase Equilib. 114 (1996) 161-174
