$$$Excess Volume Data Set 15127
No.	Formula	Molar Mass	CAS Registry Number	Name
1	C2H6O	46.069	64-17-5	Ethanol
2	C6H6	78.114	71-43-2	Benzene
3	H2O	18.015	7732-18-5	Water
Temperature	298.150	K
Excess Volume [cm3/mol]	x1 [mol/mol]	x2 [mol/mol]
-0.8994	0.20683	0.00000
-0.0213	0.93767	0.06233
-0.2547	0.89088	0.044005
0.0247	0.87144	0.12856
-0.4413	0.84930	0.027794
-0.5940	0.81101	0.012869
0.00893	0.79825	0.20175
-0.3661	0.80075	0.09381
-0.7015	0.77821	0.00000
-0.4834	0.76838	0.07789
-0.3154	0.72715	0.15707
-0.00388	0.71780	0.28220
-0.36094	0.70791	0.14498
-0.7023	0.70774	0.04817
-0.4783	0.68265	0.12911
0.00484	0.62904	0.37096
-0.32095	0.63515	0.21519
-0.6554	0.62997	0.09601
-0.8819	0.64437	0.01701
0.01228	0.53062	0.46938
0.01367	0.52678	0.46380
-0.2550	0.54986	0.28652
-0.7397	0.59427	0.07348
-0.5521	0.56598	0.15910
-0.9800	0.60978	0.00000
-0.4343	0.50277	0.23630
0.02431	0.42087	0.57913
-0.25055	0.46203	0.36994
-0.7022	0.51453	0.11738
-0.06032	0.39453	0.52411
-0.10025	0.39149	0.51776
-0.5407	0.46514	0.19618
-0.9351	0.53021	0.03332
-0.15566	0.37384	0.48089
-0.6101	0.46209	0.17242
-0.45815	0.43227	0.26137
-0.3594	0.40858	0.33193
-0.24237	0.37914	0.41965
-0.3915	0.40906	0.29315
0.0779	0.29772	0.70228
-0.7857	0.48163	0.09070
-0.2263	0.35948	0.45090
0.07043	0.27767	0.72233
-1.0585	0.51985	0.00000
0.00477	0.27886	0.63880
-0.8580	0.44574	0.06160
0.08685	0.15854	0.84146
0.08411	0.15820	0.83897
-1.0800	0.47718	0.00000
-0.9678	0.40433	0.028017
-1.6891	0.42644	0.15491
-1.0170	0.38812	0.014877
-1.0817	0.36977	0.00000
-0.9302	0.31012	0.03087
-0.9605	0.30070	0.02082
-0.9538	0.29638	0.017492
-1.0033	0.28378	0.004096
-1.0189	0.28117	0.00000
-1.0177	0.27996	0.00000
-0.8939	0.20775	0.00122480001301
-0.8528	0.55727	0.05033
-0.7128	0.14357	0.00000
-0.4586	0.08908	0.00000
-0.19328	0.04165	0.00000
Source
Barbaudy M.J.: Systeme alcool ethylique-benzene-eau. Densities et indices de refraction des melanges a 25°. Bull.Soc.Chim.Fr. 39 (1926) 371-382
Source
Barbaudy M.J.: Systeme alcool ethylique-benzene-eau. Densities et indices de refraction des melanges a 25°. Bull.Soc.Chim.Fr. 39 (1926) 371-382
