$$$Excess Volume Data Set 5015	
No.	Formula	Molar Mass	CAS Registry Number	Name	
1	C3H6O	58.080	67-64-1	Acetone	
2	C6H14	86.177	110-54-3	Hexane	
3	C2H6O	46.069	64-17-5	Ethanol	
Temperature	298.150	K	
Excess Volume [cm3/mol]	x1 [mol/mol]	x2 [mol/mol]	
0.15084	0.22342	0.09192	
0.3175	0.18940	0.23373	
0.6186	0.25687	0.43082	
0.12143	0.40197	0.13358	
0.3454	0.43079	0.17655	
0.5709	0.46614	0.26794	
0.3527	0.62077	0.14051	
0.2841	0.31844	0.17126	
0.4590	0.38031	0.25292	
0.06983	0.11591	0.06075	
0.3458	0.15810	0.70378	
0.24686	0.81594	0.04527	
Source	
Wei I.-C.; Rowley R.L.: Ternary Liquid Mixture Viscosities and Densities. J.Chem.Eng.Data 29 (1984) 336-340	
Source	
Wei I.-C.; Rowley R.L.: Ternary Liquid Mixture Viscosities and Densities. J.Chem.Eng.Data 29 (1984) 336-340	
