$$$Excess Volume Data Set 4213
No.	Formula	Molar Mass	CAS Registry Number	Name
1	C8H10	106.167	108-38-3	m-Xylene
2	C16H34	226.446	544-76-3	Hexadecane
Temperature	298.150	K
Excess Volume [cm3/mol]	x1 [mol/mol]
0.1190	0.13280
0.2566	0.33300
0.3201	0.47150
0.3435	0.60730
0.3374	0.64580
0.3402	0.65040
0.3363	0.67540
0.3285	0.69610
0.3274	0.70220
0.3224	0.71170
0.3180	0.73210
0.3122	0.73770
0.3012	0.75450
0.2891	0.77930
0.2714	0.80260
0.2516	0.82620
0.2213	0.85690
0.2024	0.87840
0.1578	0.90890
Source
Alonso M.C.; Delgado J.N.: Excess Volumes of Binary Mixtures of m-Xylene + n-Alkanes. J.Chem.Eng.Data 28 (1983) 61-62
$$$Excess Volume Data Set 6999
No.	Formula	Molar Mass	CAS Registry Number	Name
1	C8H10	106.167	108-38-3	m-Xylene
2	C16H34	226.446	544-76-3	Hexadecane
Temperature	333.150	K
Pressure	10.000	bar
Excess Volume [cm3/mol]	x1 [mol/mol]
0.0600	0.10000
0.1000	0.20000
0.1500	0.40000
0.1800	0.50000
0.1600	0.60000
0.1000	0.80000
0.0800	0.90000
Source
Chang J.-S.; Lee M.-J.; Lin H.-M.: Densities of Binary Mixtures of Hexadecane with m-Xylene and Tetralin from 333 K to 413 K and Pressures up to 30 MPa. J.Chem.Eng.Data 43 (1998) 233-237
$$$Excess Volume Data Set 7000
No.	Formula	Molar Mass	CAS Registry Number	Name
1	C8H10	106.167	108-38-3	m-Xylene
2	C16H34	226.446	544-76-3	Hexadecane
Temperature	333.150	K
Pressure	50.000	bar
Excess Volume [cm3/mol]	x1 [mol/mol]
0.0700	0.10000
0.1100	0.20000
0.1500	0.40000
0.1700	0.50000
0.1600	0.60000
0.0800	0.80000
0.0800	0.90000
Source
Chang J.-S.; Lee M.-J.; Lin H.-M.: Densities of Binary Mixtures of Hexadecane with m-Xylene and Tetralin from 333 K to 413 K and Pressures up to 30 MPa. J.Chem.Eng.Data 43 (1998) 233-237
Source
Alonso M.C.; Delgado J.N.: Excess Volumes of Binary Mixtures of m-Xylene + n-Alkanes. J.Chem.Eng.Data 28 (1983) 61-62
Chang J.-S.; Lee M.-J.; Lin H.-M.: Densities of Binary Mixtures of Hexadecane with m-Xylene and Tetralin from 333 K to 413 K and Pressures up to 30 MPa. J.Chem.Eng.Data 43 (1998) 233-237
