$$$Excess Volume Data Set 12339	
No.	Formula	Molar Mass	CAS Registry Number	Name	
1	C4H8O	72.107	109-99-9	Tetrahydrofuran	
2	C2H6O	46.069	64-17-5	Ethanol	
3	C6H12	84.161	110-82-7	Cyclohexane	
Temperature	298.150	K	
Excess Volume [cm3/mol]	x1 [mol/mol]	x2 [mol/mol]	
0.0902	0.00840	0.01240	
0.2133	0.02810	0.04360	
0.2982	0.04990	0.06750	
0.1227	0.04990	0.89870	
0.1274	0.05000	0.00151	
0.1382	0.05000	0.00368	
0.1676	0.05000	0.01083	
0.1947	0.05000	0.01960	
0.3099	0.05000	0.07740	
0.4203	0.05000	0.15870	
0.4953	0.05000	0.24860	
0.5411	0.05000	0.34210	
0.5613	0.05000	0.46990	
0.4885	0.05000	0.65670	
0.3278	0.05000	0.79590	
0.3208	0.05140	0.08050	
0.3666	0.05760	0.75490	
0.3826	0.09130	0.08650	
0.3183	0.09580	0.04160	
0.2948	0.09720	0.02790	
0.2591	0.09870	0.01195	
0.2363	0.09950	0.00435	
0.2269	0.09970	0.00176	
0.2238	0.09980	0.000891	
0.2237	0.09990	0.000711	
0.2270	0.09990	0.00144	
0.2345	0.09990	0.00337	
0.2487	0.09990	0.00745	
0.2664	0.09990	0.01350	
0.2928	0.10000	0.02460	
0.3692	0.10000	0.06870	
0.2050	0.10180	0.80420	
0.3646	0.10210	0.71020	
0.5342	0.10270	0.51670	
0.5640	0.10300	0.37640	
0.5410	0.10330	0.25820	
0.7894	0.10350	0.17060	
0.4082	0.10370	0.08990	
0.3333	0.10380	0.03950	
0.5583	0.11240	0.44390	
0.5120	0.11830	0.18620	
0.3187	0.15080	0.68000	
0.4537	0.15680	0.08390	
0.3755	0.19990	0.000686	
0.3779	0.19990	0.001521	
0.3827	0.19990	0.00332	
0.3962	0.19990	0.00911	
0.4176	0.19990	0.01990	
0.4501	0.19990	0.03820	
0.4806	0.19990	0.06300	
0.5196	0.19990	0.10820	
0.2704	0.19990	0.66260	
0.0826	0.19990	0.75410	
0.5563	0.20000	0.17720	
0.5732	0.20000	0.27190	
0.5473	0.20000	0.39300	
0.4405	0.20000	0.53870	
0.5312	0.24600	0.37700	
0.5621	0.27650	0.14460	
0.5370	0.28490	0.07130	
0.2580	0.29500	0.56440	
0.0677	0.39940	0.56070	
0.2207	0.39960	0.48680	
0.5587	0.39980	0.04960	
0.3721	0.39980	0.39010	
0.5336	0.39990	0.01250	
0.5670	0.39990	0.11660	
0.5371	0.39990	0.21230	
0.5058	0.39990	0.26400	
0.5206	0.40000	0.000464	
0.5216	0.40000	0.001042	
0.5230	0.40000	0.002304	
0.5280	0.40000	0.00680	
0.4632	0.41890	0.29050	
0.5445	0.46070	0.10780	
0.5464	0.48030	0.05190	
0.1879	0.50150	0.39890	
0.4064	0.52170	0.23910	
0.5246	0.54210	0.04580	
0.3788	0.56250	0.21870	
0.4947	0.56310	0.08740	
0.1655	0.58570	0.33160	
0.5001	0.59210	0.000444	
0.5003	0.59210	0.000878	
0.5014	0.59220	0.00190	
0.5009	0.59230	0.00456	
0.5003	0.59240	0.00880	
0.4936	0.59260	0.02390	
0.1699	0.59560	0.32050	
0.4745	0.59630	0.08390	
0.4993	0.59980	0.01390	
0.4965	0.59990	0.000456	
0.4971	0.59990	0.000902	
0.4977	0.59990	0.00301	
0.4977	0.59990	0.00884	
0.4947	0.59990	0.02630	
0.4880	0.59990	0.04410	
0.4621	0.59990	0.09320	
0.4000	0.60000	0.16900	
0.2800	0.60000	0.25600	
0.1130	0.60000	0.34470	
0.3413	0.62110	0.18940	
0.4756	0.62380	0.03760	
0.4528	0.62410	0.07520	
0.4691	0.63140	0.03680	
0.3226	0.64430	0.17780	
0.1414	0.65810	0.27360	
0.4333	0.67510	0.03250	
0.4071	0.67890	0.06420	
0.2784	0.70360	0.14820	
0.3762	0.73470	0.02650	
0.3498	0.73670	0.05270	
0.1085	0.75420	0.19670	
0.3127	0.79990	0.00877	
0.2934	0.79990	0.02790	
0.1172	0.79990	0.14810	
0.3201	0.80000	0.000267	
0.3197	0.80000	0.000695	
0.3190	0.80000	0.00144	
0.3166	0.80000	0.00391	
0.3149	0.80000	0.00593	
0.3057	0.80000	0.01470	
0.2598	0.80000	0.05690	
0.1740	0.80000	0.11510	
0.1810	0.81830	0.09080	
0.2280	0.84170	0.03170	
0.1743	0.89250	0.01080	
0.0455	0.90330	0.07740	
0.0652	0.93710	0.03140	
0.0822	0.94610	0.01080	
Source	
Lepori L.; Matteoli E.: Excess volumes of the ternary system ethanol + tetrahydrofuran + cyclohexane at 298.15 K. Fluid Phase Equilib. 145 (1998) 69-87	
Source	
Lepori L.; Matteoli E.: Excess volumes of the ternary system ethanol + tetrahydrofuran + cyclohexane at 298.15 K. Fluid Phase Equilib. 145 (1998) 69-87	
