$$$Excess Volume Data Set 5402	
No.	Formula	Molar Mass	CAS Registry Number	Name	
1	C4H8O2	88.106	141-78-6	Ethyl acetate	
2	C2H6O	46.069	64-17-5	Ethanol	
3	C2H6O2	62.068	107-21-1	1,2-Ethanediol	
Temperature	313.150	K	
Excess Volume [cm3/mol]	x1 [mol/mol]	x2 [mol/mol]	
-0.2399	0.60000	0.20000	
-0.3145	0.30010	0.49980	
-0.3240	0.19990	0.60010	
-0.4505	0.10010	0.69990	
-0.6042	0.40000	0.19990	
-0.5352	0.49990	0.10010	
-0.8574	0.20000	0.39990	
-0.6516	0.10000	0.50000	
-0.7420	0.19990	0.20010	
-0.7997	0.09780	0.61490	
-0.7892	0.30000	0.04990	
-0.8777	0.20000	0.15000	
-0.7448	0.10010	0.09990	
-0.7312	0.12800	0.06400	
-0.6916	0.06400	0.12810	
Source	
Thorat R.T.; Nageshwar G.D.: Ethyl Acetate-Ethanol-Ethylene Glycol. Indian Chem.Eng. 30 (1988) 57-59	
Source	
Thorat R.T.; Nageshwar G.D.: Ethyl Acetate-Ethanol-Ethylene Glycol. Indian Chem.Eng. 30 (1988) 57-59	
