$$$Excess Volume Data Set 9778	
No.	Formula	Molar Mass	CAS Registry Number	Name	
1	C3H6O	58.080	67-64-1	Acetone	
2	CH4O	32.042	67-56-1	Methanol	
3	C4H10O	74.123	71-36-3	1-Butanol	
Temperature	298.150	K	
Excess Volume [cm3/mol]	x1 [mol/mol]	x2 [mol/mol]	
0.0040	0.06740	0.08100	
0.0160	0.06290	0.42240	
0.0170	0.05330	0.53430	
0.0020	0.05020	0.63190	
-0.0040	0.05010	0.71230	
-0.0240	0.04540	0.78870	
-0.0370	0.04140	0.84970	
-0.0020	0.17530	0.09730	
-0.0220	0.16020	0.25990	
-0.0410	0.14250	0.42140	
-0.0480	0.13890	0.53060	
-0.0760	0.12090	0.62790	
-0.0940	0.12310	0.68470	
-0.1160	0.10930	0.77930	
-0.0590	0.25700	0.27220	
-0.0860	0.22550	0.41490	
-0.1090	0.20360	0.51450	
-0.1470	0.19530	0.61400	
-0.1790	0.19590	0.68160	
-0.1800	0.16380	0.77290	
-0.0130	0.37460	0.11000	
-0.0750	0.34230	0.25670	
-0.1720	0.29070	0.50870	
-0.2160	0.26520	0.61110	
-0.2380	0.24680	0.68930	
-0.0100	0.48230	0.09010	
-0.1050	0.44410	0.24720	
-0.1760	0.39870	0.38560	
-0.2320	0.36910	0.50150	
-0.2750	0.34750	0.58230	
-0.0120	0.58880	0.07690	
-0.1310	0.52490	0.23870	
-0.2170	0.47070	0.38850	
-0.2590	0.45450	0.46300	
-0.0280	0.67110	0.07710	
-0.1570	0.60560	0.23270	
-0.2560	0.54870	0.27230	
-0.0540	0.74010	0.09000	
-0.1720	0.69520	0.21260	
-0.0530	0.82580	0.07610	
-0.1520	0.80520	0.15660	
-0.0630	0.40090	0.19130	
-0.0060	0.24420	0.14650	
-0.1470	0.47520	0.29090	
-0.0770	0.30980	0.27420	
-0.0090	0.11070	0.35470	
-0.1440	0.41780	0.32390	
-0.0840	0.58690	0.16990	
0.0130	0.28610	0.08320	
-0.0110	0.11620	0.06370	
-0.0200	0.21380	0.06430	
-0.0030	0.04920	0.16760	
-0.0200	0.12050	0.21070	
0.0070	0.04360	0.33850	
-0.1460	0.31650	0.38920	
Source	
Iglesias M.; Orge B.; Tojo J.: Refractive indices, densities and excess properties on mixing of the systems acetone + methanol + water and acetone + methanol + 1-butanol at 298.15 K. Fluid Phase Equilib. 126 (1996) 203-223	
Source	
Iglesias M.; Orge B.; Tojo J.: Refractive indices, densities and excess properties on mixing of the systems acetone + methanol + water and acetone + methanol + 1-butanol at 298.15 K. Fluid Phase Equilib. 126 (1996) 203-223	
