$$$Excess Volume Data Set 11560	
No.	Formula	Molar Mass	CAS Registry Number	Name	
1	C6H12	84.161	110-82-7	Cyclohexane	
2	H2O	18.015	7732-18-5	Water	
3	C4H10O	74.123	71-36-3	1-Butanol	
Temperature	298.150	K	
Excess Volume [cm3/mol]	x1 [mol/mol]	x2 [mol/mol]	
0.5143	0.86700	0.01800	
0.41365	0.82500	0.02200	
0.4032	0.78800	0.02700	
0.3538	0.76500	0.03600	
0.4702	0.74300	0.03800	
0.4457	0.72500	0.03900	
0.5422	0.69900	0.05200	
0.7012	0.65700	0.06100	
0.5334	0.61600	0.07000	
0.5991	0.57500	0.08500	
0.5215	0.53300	0.10000	
0.48425	0.49900	0.11100	
0.5214	0.33300	0.18400	
0.3191	0.21700	0.25400	
0.05483	0.19800	0.26100	
-0.18416	0.11800	0.32500	
Source	
Meeussen E.; Huyskens P.: Étude de la structure du butanol-n en solution par les coefficients de partage. J.Chim.Phys.Phys.-Chim.Biol. 63 (1966) 845-854	
Source	
Meeussen E.; Huyskens P.: Étude de la structure du butanol-n en solution par les coefficients de partage. J.Chim.Phys.Phys.-Chim.Biol. 63 (1966) 845-854	
