$$$Excess Volume Data Set 2937	
No.	Formula	Molar Mass	CAS Registry Number	Name	
1	C3H6O	58.080	67-64-1	Acetone	
2	C6H6	78.114	71-43-2	Benzene	
3	C6H12	84.161	110-82-7	Cyclohexane	
Temperature	298.150	K	
Excess Volume [cm3/mol]	x1 [mol/mol]	x2 [mol/mol]	
0.3917	0.04990	0.05000	
0.4947	0.05170	0.09950	
0.6196	0.04950	0.20170	
0.5765	0.04930	0.64880	
0.4257	0.04970	0.75360	
0.2148	0.05100	0.85140	
0.1032	0.04960	0.90070	
0.5891	0.10010	0.05010	
0.6635	0.09980	0.10040	
0.7669	0.09960	0.40020	
0.6932	0.10010	0.49960	
0.5179	0.10030	0.64840	
0.2068	0.09930	0.80100	
0.0884	0.09960	0.85050	
0.9587	0.24980	0.10030	
0.9174	0.24900	0.25030	
0.5805	0.24950	0.50050	
0.2444	0.24990	0.64970	
1.0822	0.40080	0.04960	
1.0445	0.39900	0.10060	
0.8367	0.39990	0.25020	
0.6511	0.40040	0.34940	
0.2494	0.40120	0.49930	
0.0945	0.39920	0.55020	
1.0893	0.49980	0.05010	
1.0147	0.49920	0.09920	
0.2667	0.49970	0.40040	
0.1161	0.49960	0.44990	
1.0103	0.59930	0.04940	
0.7697	0.59980	0.15010	
0.4640	0.59950	0.25050	
0.2963	0.59900	0.30050	
0.1141	0.60000	0.35000	
0.7196	0.74950	0.05080	
0.5489	0.75010	0.10040	
0.3582	0.74950	0.14710	
0.1608	0.74900	0.20030	
0.2106	0.89990	0.05020	
Source	
Radojkovic N.; Taslic A.; Grozdanic D.; Djordjevic B.; Malic D.: Excess Volumes of Acetone + Benzene, Acetone + Cyclohexane, and Acetone + Benzene + Cyclohexane at 298.15 K. J.Chem.Thermodyn. 9 (1977) 349-356	
Source	
Radojkovic N.; Taslic A.; Grozdanic D.; Djordjevic B.; Malic D.: Excess Volumes of Acetone + Benzene, Acetone + Cyclohexane, and Acetone + Benzene + Cyclohexane at 298.15 K. J.Chem.Thermodyn. 9 (1977) 349-356	
